short_name,long_name,overall,potential,value_eur,wage_eur,age,height_cm,weight_kg,club_name,club_position,club_jersey_number,nationality_name,preferred_foot,pace,shooting,passing,dribbling,defending,physic,skill_dribbling,skill_curve,skill_ball_control,movement_agility,movement_reactions,power_shot_power,power_jumping,player_face_url,club_logo_url
C. Schösswendter,Christoph Schösswendter,60,63,210000.0,3000.0,25,193,78,FC Flyeralarm Admira,RCB,3.0,Austria,Right,33.0,28.0,40.0,31.0,59.0,75.0,20,25,46,28,48,39,56,https://cdn.sofifa.net/players/193/251/15_120.png,https://cdn.sofifa.net/teams/111821/60.png
M. Kurtiši,Mensur Kurtiši,60,60,240000.0,5000.0,28,185,78,Brisbane Roar,ST,7.0,North Macedonia,Right,77.0,57.0,51.0,60.0,25.0,67.0,58,50,58,77,58,59,47,https://cdn.sofifa.net/players/193/275/15_120.png,https://cdn.sofifa.net/teams/111395/60.png
O. Feldballe,Nicolai Oliver Feldballe Petersen,60,63,230000.0,2000.0,24,184,77,Sarpsborg 08 FF,SUB,21.0,Denmark,Left,77.0,48.0,53.0,63.0,30.0,58.0,62,31,62,72,56,61,47,https://cdn.sofifa.net/players/193/439/15_120.png,https://cdn.sofifa.net/teams/112199/60.png
A. N'Doumbou,钱杰给,60,68,190000.0,4000.0,22,177,66,Olympique de Marseille,RES,37.0,Gabon,Right,71.0,44.0,58.0,65.0,39.0,44.0,68,53,61,61,53,36,44,https://cdn.sofifa.net/players/193/713/15_120.png,https://cdn.sofifa.net/teams/219/60.png
S. Welsh,Sean Welsh,60,66,190000.0,3000.0,24,174,70,Partick Thistle FC,SUB,4.0,Scotland,Right,70.0,50.0,57.0,60.0,59.0,60.0,55,54,63,70,59,58,57,https://cdn.sofifa.net/players/193/726/15_120.png,https://cdn.sofifa.net/teams/1754/60.png
M. Tootle,Matthew James Anthony Tootle,60,67,180000.0,2000.0,23,175,70,Crewe Alexandra,RB,2.0,England,Right,77.0,33.0,51.0,57.0,58.0,74.0,54,40,55,70,53,37,84,https://cdn.sofifa.net/players/193/804/15_120.png,https://cdn.sofifa.net/teams/121/60.png
Víctor Ibañez,Víctor Ibáñez Pascual,60,63,220000.0,2000.0,25,191,90,AD Alcorcón,SUB,13.0,Spain,Right,,,,,,,25,25,21,38,50,25,61,https://cdn.sofifa.net/players/193/901/15_120.png,https://cdn.sofifa.net/teams/100831/60.png
R. Stolte,Richard Stolte,60,65,230000.0,2000.0,24,182,75,Excelsior,SUB,15.0,Netherlands,Left,69.0,58.0,58.0,60.0,40.0,63.0,60,73,58,70,55,69,63,https://cdn.sofifa.net/players/194/113/15_120.png,https://cdn.sofifa.net/teams/1971/60.png
M. Halstead,Mark James Halstead,60,64,210000.0,2000.0,24,191,89,Shrewsbury Town,SUB,21.0,England,Right,,,,,,,25,25,22,26,51,25,66,https://cdn.sofifa.net/players/194/679/15_120.png,https://cdn.sofifa.net/teams/127/60.png
K. Matute,Ewome Kelvin Matute,60,63,240000.0,2000.0,25,185,75,FC Pro Vercelli 1892,RCM,15.0,Cameroon,Right,77.0,53.0,58.0,59.0,61.0,73.0,56,50,58,72,63,69,73,https://cdn.sofifa.net/players/194/708/15_120.png,https://cdn.sofifa.net/teams/112398/60.png
Y. Cuesta,Yamith Cuesta Romaña,60,63,210000.0,2000.0,25,192,81,Fortaleza CEIF,SUB,2.0,Colombia,Right,46.0,30.0,43.0,44.0,59.0,74.0,40,31,44,50,58,45,71,https://cdn.sofifa.net/players/194/737/15_120.png,https://cdn.sofifa.net/teams/112834/60.png
H. Davis,Harry Spencer Davis,60,66,160000.0,2000.0,22,188,78,Crewe Alexandra,SUB,4.0,England,Right,54.0,30.0,40.0,41.0,62.0,69.0,34,22,42,62,43,46,66,https://cdn.sofifa.net/players/194/790/15_120.png,https://cdn.sofifa.net/teams/121/60.png
D. Amoo,David Oluwaseun Segun Amoo,60,65,210000.0,3000.0,23,178,77,Carlisle United,SUB,7.0,England,Right,92.0,60.0,47.0,68.0,32.0,67.0,66,50,65,84,49,62,62,https://cdn.sofifa.net/players/195/124/15_120.png,https://cdn.sofifa.net/teams/1480/60.png
M. Massad,Mohammad Massad Al Mowallad,60,60,140000.0,3000.0,31,176,62,Al Ahli,SUB,92.0,Saudi Arabia,Right,67.0,38.0,55.0,51.0,58.0,66.0,42,43,56,65,60,56,73,https://cdn.sofifa.net/players/195/204/15_120.png,https://cdn.sofifa.net/teams/112387/60.png
C. Díaz,Christian Antonio Díaz Domínguez,60,65,230000.0,3000.0,23,176,70,Leones Negros de la UdeG,RM,15.0,Mexico,Right,72.0,53.0,53.0,65.0,36.0,55.0,61,46,64,86,49,57,79,https://cdn.sofifa.net/players/195/207/15_120.png,https://cdn.sofifa.net/teams/111654/60.png
C. Oualembo,Christopher Oualembo,60,62,210000.0,3000.0,27,178,70,Associação Académica de Coimbra,RES,22.0,Congo DR,Right,75.0,31.0,54.0,57.0,57.0,73.0,54,56,56,74,53,43,81,https://cdn.sofifa.net/players/195/436/15_120.png,https://cdn.sofifa.net/teams/1901/60.png
J. Proctor,Jamie Thomas Proctor,60,67,210000.0,2000.0,22,188,78,Fleetwood Town,RS,19.0,England,Right,74.0,60.0,55.0,58.0,30.0,59.0,57,52,53,71,55,61,68,https://cdn.sofifa.net/players/195/481/15_120.png,https://cdn.sofifa.net/teams/112260/60.png
H. Ernst,Henrik Ernst,60,60,190000.0,3000.0,27,190,87,RB Leipzig,SUB,5.0,Germany,Right,54.0,44.0,44.0,43.0,64.0,75.0,39,33,44,53,57,62,62,https://cdn.sofifa.net/players/196/352/15_120.png,https://cdn.sofifa.net/teams/112172/60.png
E. Rodríguez,Edemir Rodríguez Mercado,60,62,,,27,175,68,,,,Bolivia,Right,69.0,30.0,47.0,43.0,60.0,60.0,22,28,61,66,58,44,76,https://cdn.sofifa.net/players/196/887/15_120.png,
Y. Al Mosailem,Yasser Abdullah Nasser Al-Mosailem,60,60,210000.0,3000.0,30,185,85,Al Ahli,SUB,1.0,Saudi Arabia,Right,,,,,,,25,25,25,49,60,31,64,https://cdn.sofifa.net/players/197/496/15_120.png,https://cdn.sofifa.net/teams/112387/60.png
A. Wiedeman,Andrew Wiedeman,60,64,250000.0,4000.0,24,182,75,Toronto FC,RES,32.0,United States,Right,69.0,57.0,56.0,58.0,58.0,66.0,55,59,63,56,58,64,67,https://cdn.sofifa.net/players/197/718/15_120.png,https://cdn.sofifa.net/teams/111651/60.png
Leonardo,José Leonardo Ribeiro da Silva,60,63,220000.0,5000.0,26,188,86,LA Galaxy,SUB,22.0,Brazil,Right,34.0,33.0,44.0,40.0,60.0,68.0,33,27,50,30,52,42,34,https://cdn.sofifa.net/players/197/839/15_120.png,https://cdn.sofifa.net/teams/697/60.png
S. Kinney,Steven Kinney,60,63,220000.0,3000.0,26,183,83,Chicago Fire Football Club,SUB,18.0,United States,Right,65.0,40.0,53.0,54.0,58.0,70.0,51,58,53,62,59,53,63,https://cdn.sofifa.net/players/198/060/15_120.png,https://cdn.sofifa.net/teams/693/60.png
A. Baggie,Abdulai Hindolo Bell-Baggie,60,65,190000.0,2000.0,22,168,64,Tranmere Rovers,RM,11.0,Sierra Leone,Right,81.0,46.0,53.0,62.0,39.0,56.0,65,45,48,82,62,43,71,https://cdn.sofifa.net/players/198/152/15_120.png,https://cdn.sofifa.net/teams/15048/60.png
S. Francis,Shaun Francis,60,62,210000.0,3000.0,27,183,75,San Jose Earthquakes,RB,20.0,Jamaica,Left,86.0,37.0,54.0,59.0,56.0,65.0,62,61,53,58,67,44,82,https://cdn.sofifa.net/players/198/160/15_120.png,https://cdn.sofifa.net/teams/111928/60.png
T. Bradshaw,Tom Bradshaw,60,65,210000.0,2000.0,21,178,71,Walsall,SUB,9.0,Wales,Right,80.0,59.0,45.0,65.0,27.0,58.0,62,37,60,91,59,55,58,https://cdn.sofifa.net/players/198/437/15_120.png,https://cdn.sofifa.net/teams/1803/60.png
B. Paulsen,Bjørn Paulsen,60,62,160000.0,2000.0,22,190,77,SønderjyskE,SUB,20.0,Denmark,Right,59.0,61.0,57.0,57.0,60.0,71.0,54,65,64,57,58,68,53,https://cdn.sofifa.net/players/198/538/15_120.png,https://cdn.sofifa.net/teams/1447/60.png
A. Madueña,José Antonio Madueña López,60,63,210000.0,4000.0,24,177,78,Club América,SUB,27.0,Mexico,Right,71.0,46.0,56.0,62.0,58.0,65.0,60,62,66,59,57,59,43,https://cdn.sofifa.net/players/198/751/15_120.png,https://cdn.sofifa.net/teams/1879/60.png
J. Durand,Johann Durand,60,60,160000.0,2000.0,33,182,71,Évian Thonon Gaillard FC,RES,1.0,France,Right,,,,,,,25,25,21,55,58,25,54,https://cdn.sofifa.net/players/198/812/15_120.png,https://cdn.sofifa.net/teams/111271/60.png
A. De Vito,Andrea De Vito,60,66,160000.0,2000.0,22,179,72,Varese,LB,3.0,Italy,Left,70.0,39.0,36.0,53.0,62.0,68.0,53,39,46,65,62,56,52,https://cdn.sofifa.net/players/198/858/15_120.png,https://cdn.sofifa.net/teams/112237/60.png
D. Ivanovski,Daniel Ivanovski,60,60,140000.0,2000.0,31,184,74,Mjällby AIF,LCB,4.0,North Macedonia,Right,66.0,42.0,47.0,52.0,56.0,75.0,47,37,54,62,62,52,74,https://cdn.sofifa.net/players/199/065/15_120.png,https://cdn.sofifa.net/teams/112072/60.png
Alberis da Silva,Alberis Sérgio Ângelo da Silva,60,60,170000.0,2000.0,29,186,89,Åtvidabergs FF,SUB,13.0,Brazil,Right,59.0,29.0,29.0,34.0,61.0,76.0,26,27,43,35,57,46,73,https://cdn.sofifa.net/players/199/123/15_120.png,https://cdn.sofifa.net/teams/111835/60.png
G. Jansson,Gustav Jansson,60,60,220000.0,3000.0,28,195,94,Åtvidabergs FF,SUB,20.0,Sweden,Right,,,,,,,25,25,22,32,53,25,82,https://cdn.sofifa.net/players/199/130/15_120.png,https://cdn.sofifa.net/teams/111835/60.png
E. Babalj,Eli Babalj,60,66,210000.0,2000.0,22,193,83,AZ Alkmaar,SUB,19.0,Australia,Right,60.0,60.0,35.0,62.0,30.0,67.0,61,61,68,70,43,67,44,https://cdn.sofifa.net/players/199/202/15_120.png,https://cdn.sofifa.net/teams/1906/60.png
Choi Ho Jung,최오정 Ho Jung Choi,60,66,210000.0,3000.0,24,182,75,Sangju Sangmu FC,RB,5.0,Korea Republic,Right,69.0,42.0,54.0,56.0,59.0,68.0,56,45,57,41,64,32,60,https://cdn.sofifa.net/players/199/300/15_120.png,https://cdn.sofifa.net/teams/2055/60.png
Lee Hyun Woong,이현웅 李炫雄,60,64,250000.0,3000.0,26,175,68,Sangju Sangmu FC,SUB,38.0,Korea Republic,Right,76.0,57.0,65.0,62.0,55.0,60.0,62,57,61,61,56,66,74,https://cdn.sofifa.net/players/199/311/15_120.png,https://cdn.sofifa.net/teams/2055/60.png
T. Regan,Taylor Regan,60,61,210000.0,3000.0,25,187,77,Newcastle Jets,SUB,3.0,Australia,Right,39.0,38.0,42.0,36.0,58.0,76.0,31,34,42,34,44,48,71,https://cdn.sofifa.net/players/199/431/15_120.png,https://cdn.sofifa.net/teams/111398/60.png
D. Ferreira,Diogo Alexandre Alves Ferreira,60,62,230000.0,3000.0,24,179,75,Perth Glory,SUB,13.0,Australia,Right,63.0,52.0,54.0,62.0,57.0,64.0,63,41,59,62,63,66,80,https://cdn.sofifa.net/players/199/449/15_120.png,https://cdn.sofifa.net/teams/111399/60.png
Aridai,Aridai Cabrera Suárez,60,65,240000.0,3000.0,25,168,60,CE Sabadell FC,RES,20.0,Spain,Right,76.0,55.0,52.0,65.0,27.0,57.0,61,45,60,90,65,65,74,https://cdn.sofifa.net/players/199/700/15_120.png,https://cdn.sofifa.net/teams/15021/60.png
K. Perrot,Kévin Perrot,60,65,210000.0,3000.0,25,170,63,Stade Lavallois Mayenne FC,LB,2.0,France,Right,62.0,33.0,54.0,53.0,57.0,66.0,43,30,57,74,59,39,57,https://cdn.sofifa.net/players/199/706/15_120.png,https://cdn.sofifa.net/teams/1814/60.png
M. Gorgelin,Mathieu Gorgelin,60,67,190000.0,4000.0,23,187,83,Olympique Lyonnais,SUB,30.0,France,Left,,,,,,,25,25,25,31,38,28,57,https://cdn.sofifa.net/players/199/721/15_120.png,https://cdn.sofifa.net/teams/66/60.png
M. Maak,Matthias Maak,60,64,160000.0,2000.0,22,194,87,SV Grödig,SUB,31.0,Austria,Right,33.0,31.0,46.0,48.0,59.0,73.0,47,38,52,48,52,32,56,https://cdn.sofifa.net/players/199/770/15_120.png,https://cdn.sofifa.net/teams/112022/60.png
J. Bertilsson,Karl Johan Walter Bertilsson,60,62,275000.0,3000.0,26,177,68,Gefle IF,RES,13.0,Sweden,Right,71.0,54.0,55.0,67.0,28.0,52.0,65,57,68,73,51,60,66,https://cdn.sofifa.net/players/199/774/15_120.png,https://cdn.sofifa.net/teams/111277/60.png
Moragón,José Sánchez Moragón,60,66,230000.0,2000.0,26,183,79,UE Llagostera,SUB,1.0,Spain,Right,,,,,,,25,25,25,45,59,25,61,https://cdn.sofifa.net/players/199/785/15_120.png,https://cdn.sofifa.net/teams/112902/60.png
N. Kalmar,Nicholas Kalmar,60,61,275000.0,3000.0,26,190,79,Melbourne City FC,SUB,22.0,Australia,Right,49.0,57.0,63.0,62.0,47.0,65.0,61,60,64,70,55,59,73,https://cdn.sofifa.net/players/199/811/15_120.png,https://cdn.sofifa.net/teams/112224/60.png
G. Trauner,Gernot Trauner,60,67,150000.0,2000.0,22,183,82,SV Ried,CDM,8.0,Austria,Right,69.0,34.0,54.0,59.0,60.0,73.0,57,57,60,59,58,37,73,https://cdn.sofifa.net/players/199/813/15_120.png,https://cdn.sofifa.net/teams/780/60.png
O. Gülle,Orhan Gülle,60,69,150000.0,2000.0,22,187,78,Gençlerbirliği SK,RES,32.0,Turkey,Right,69.0,51.0,64.0,63.0,50.0,60.0,63,49,65,64,58,54,69,https://cdn.sofifa.net/players/199/877/15_120.png,https://cdn.sofifa.net/teams/101025/60.png
M. Božok,Miroslav Božok,60,60,200000.0,2000.0,29,176,69,Górnik Łęczna,LM,19.0,Slovakia,Left,61.0,57.0,62.0,67.0,52.0,64.0,64,51,69,75,56,60,80,https://cdn.sofifa.net/players/199/925/15_120.png,https://cdn.sofifa.net/teams/110565/60.png
A. Tutte,Andrew William Tutte,60,64,210000.0,2000.0,23,175,75,Bury,SUB,4.0,England,Right,73.0,58.0,60.0,63.0,43.0,66.0,58,58,66,76,69,64,76,https://cdn.sofifa.net/players/200/061/15_120.png,https://cdn.sofifa.net/teams/1945/60.png
L. Henkinet,Laurent Claude Henkinet,60,67,160000.0,2000.0,21,189,80,KV Kortrijk,SUB,27.0,Belgium,Right,,,,,,,25,25,24,66,57,33,63,https://cdn.sofifa.net/players/200/076/15_120.png,https://cdn.sofifa.net/teams/100081/60.png
J. Dumesnil,Jérémy Dumesnil,60,60,220000.0,3000.0,28,184,76,KV Oostende,SUB,30.0,France,Right,,,,,,,25,25,21,47,55,25,53,https://cdn.sofifa.net/players/200/180/15_120.png,https://cdn.sofifa.net/teams/682/60.png
A. Sarcevic,Antoni Charles Sarcevic,60,68,210000.0,2000.0,22,183,71,Fleetwood Town,SUB,18.0,England,Right,65.0,58.0,54.0,63.0,26.0,57.0,62,63,62,78,52,58,54,https://cdn.sofifa.net/players/200/210/15_120.png,https://cdn.sofifa.net/teams/112260/60.png
B. Coker,Benjamin Leslie Coker,60,64,210000.0,2000.0,25,180,74,Southend United,SUB,3.0,England,Left,74.0,43.0,61.0,66.0,56.0,59.0,66,61,62,75,61,56,69,https://cdn.sofifa.net/players/200/319/15_120.png,https://cdn.sofifa.net/teams/1954/60.png
B. Gibson,Ben Gibson,60,71,160000.0,2000.0,21,185,78,Middlesbrough,SUB,6.0,England,Left,54.0,24.0,38.0,36.0,62.0,62.0,23,30,45,52,53,24,72,https://cdn.sofifa.net/players/200/408/15_120.png,https://cdn.sofifa.net/teams/12/60.png
Z. M'Sila,Zakaria M'Sila,60,66,210000.0,2000.0,22,177,71,Waasland-Beveren,SUB,55.0,Morocco,Left,72.0,54.0,58.0,67.0,32.0,56.0,68,58,63,78,58,58,65,https://cdn.sofifa.net/players/200/415/15_120.png,https://cdn.sofifa.net/teams/110913/60.png
G. Nicco,Gianluca Nicco,60,66,240000.0,3000.0,25,176,78,Perugia,SUB,8.0,Italy,Right,71.0,51.0,58.0,62.0,47.0,69.0,59,50,63,72,65,66,65,https://cdn.sofifa.net/players/200/431/15_120.png,https://cdn.sofifa.net/teams/199/60.png
J. Spencer,Jimmy Spencer,60,69,210000.0,2000.0,22,185,79,Notts County,RES,9.0,England,Right,68.0,59.0,46.0,56.0,29.0,72.0,56,52,55,61,54,61,66,https://cdn.sofifa.net/players/200/465/15_120.png,https://cdn.sofifa.net/teams/1937/60.png
J. McGlashan,Jermaine McGlashan,60,65,250000.0,2000.0,26,170,60,Gillingham,RM,11.0,England,Right,92.0,46.0,52.0,66.0,34.0,45.0,65,42,56,90,54,50,81,https://cdn.sofifa.net/players/200/485/15_120.png,https://cdn.sofifa.net/teams/1802/60.png
D. Rexhepi,Dardan Rexhepi,60,68,210000.0,2000.0,22,190,88,IF Brommapojkarna,SUB,9.0,Sweden,Right,68.0,61.0,53.0,61.0,36.0,71.0,62,45,64,59,52,70,35,https://cdn.sofifa.net/players/200/639/15_120.png,https://cdn.sofifa.net/teams/111705/60.png
M. Hernandez,Moisés Edwardo Hernández Moralez,60,66,160000.0,2000.0,22,185,70,FC Dallas,LB,3.0,United States,Left,74.0,49.0,53.0,59.0,59.0,69.0,65,58,54,41,56,59,72,https://cdn.sofifa.net/players/200/670/15_120.png,https://cdn.sofifa.net/teams/695/60.png
A. Davies,Adam Rhys Davies,60,68,160000.0,2000.0,21,191,80,Barnsley,GK,12.0,England,Right,,,,,,,25,25,25,39,55,33,46,https://cdn.sofifa.net/players/200/715/15_120.png,https://cdn.sofifa.net/teams/1932/60.png
C. Doyle,Conor Doyle,60,69,210000.0,3000.0,22,188,76,D.C. United,RES,30.0,United States,Right,65.0,60.0,47.0,62.0,40.0,61.0,64,62,62,61,56,62,63,https://cdn.sofifa.net/players/200/799/15_120.png,https://cdn.sofifa.net/teams/688/60.png
M. Quiroga,Mauro Daniel Quiroga,60,67,250000.0,2000.0,24,190,84,Atlético de Rafaela,SUB,9.0,Argentina,Right,55.0,55.0,42.0,47.0,30.0,75.0,46,58,50,44,64,58,50,https://cdn.sofifa.net/players/200/826/15_120.png,https://cdn.sofifa.net/teams/110392/60.png
P. Hoban,Patrick James Hoban,60,68,210000.0,2000.0,22,180,78,Dundalk FC,ST,9.0,Republic of Ireland,Left,71.0,61.0,52.0,59.0,36.0,57.0,58,50,61,61,52,58,57,https://cdn.sofifa.net/players/200/845/15_120.png,https://cdn.sofifa.net/teams/837/60.png
M. Helle,Marius Helle,60,60,210000.0,3000.0,30,183,73,Sandnes Ulf,LW,9.0,Norway,Right,70.0,59.0,45.0,62.0,36.0,54.0,60,45,67,63,58,69,58,https://cdn.sofifa.net/players/200/974/15_120.png,https://cdn.sofifa.net/teams/112374/60.png
S. Lawless,Steven Lawless,60,66,210000.0,3000.0,23,170,65,Partick Thistle FC,SUB,11.0,Scotland,Left,72.0,60.0,54.0,65.0,24.0,61.0,63,62,61,81,46,65,81,https://cdn.sofifa.net/players/200/980/15_120.png,https://cdn.sofifa.net/teams/1754/60.png
J. Szumski,Jakub Szumski,60,66,160000.0,2000.0,22,194,81,Piast Gliwice,SUB,29.0,Poland,Right,,,,,,,25,25,25,42,44,25,57,https://cdn.sofifa.net/players/201/082/15_120.png,https://cdn.sofifa.net/teams/111086/60.png
J. Cassidy,Jake Ashley Cassidy,60,64,210000.0,2000.0,21,188,88,Notts County,ST,12.0,Wales,Right,68.0,59.0,52.0,58.0,35.0,68.0,55,62,63,64,57,58,58,https://cdn.sofifa.net/players/201/105/15_120.png,https://cdn.sofifa.net/teams/1937/60.png
Alain Eizmendi,Alain Eizmendi Blanco,60,67,230000.0,2000.0,24,173,67,CD Leganés,LM,19.0,Spain,Right,80.0,57.0,55.0,63.0,50.0,57.0,61,50,61,73,61,48,73,https://cdn.sofifa.net/players/201/385/15_120.png,https://cdn.sofifa.net/teams/100888/60.png
G. Moncur,George Moncur,60,70,190000.0,2000.0,20,176,63,Colchester United,LDM,24.0,England,Right,71.0,54.0,60.0,63.0,54.0,63.0,64,48,64,62,45,53,55,https://cdn.sofifa.net/players/201/446/15_120.png,https://cdn.sofifa.net/teams/1935/60.png
D. Jawad,Daniane Jawad,60,60,220000.0,4000.0,28,182,77,Genoa,RES,42.0,Morocco,Left,69.0,58.0,58.0,60.0,28.0,63.0,59,61,60,62,60,64,64,https://cdn.sofifa.net/players/201/560/15_120.png,https://cdn.sofifa.net/teams/110556/60.png
K. Porter,Kyle Porter,60,64,230000.0,3000.0,24,183,73,D.C. United,SUB,19.0,Canada,Right,64.0,59.0,59.0,60.0,41.0,58.0,62,68,57,61,61,73,62,https://cdn.sofifa.net/players/201/872/15_120.png,https://cdn.sofifa.net/teams/688/60.png
C. Winchester,Carl Winchester,60,72,190000.0,2000.0,21,183,77,Oldham Athletic,RM,15.0,Northern Ireland,Right,73.0,54.0,58.0,63.0,53.0,65.0,63,34,63,66,57,59,73,https://cdn.sofifa.net/players/201/901/15_120.png,https://cdn.sofifa.net/teams/1920/60.png
W. Keane,William David Keane,60,71,210000.0,4000.0,21,187,72,Manchester United,RES,48.0,England,Right,67.0,61.0,50.0,65.0,33.0,52.0,63,43,67,74,52,60,59,https://cdn.sofifa.net/players/201/911/15_120.png,https://cdn.sofifa.net/teams/11/60.png
C. Harriott,Callum Kyle Harriott,60,72,190000.0,2000.0,20,165,66,Charlton Athletic,SUB,11.0,England,Left,88.0,50.0,50.0,69.0,24.0,58.0,73,47,54,83,61,57,83,https://cdn.sofifa.net/players/201/927/15_120.png,https://cdn.sofifa.net/teams/89/60.png
C. Remmer,Christoffer Kongsted Remmer,60,68,160000.0,4000.0,21,182,73,F.C. København,RES,20.0,Denmark,Right,77.0,43.0,57.0,63.0,57.0,66.0,61,46,64,70,55,57,70,https://cdn.sofifa.net/players/201/944/15_120.png,https://cdn.sofifa.net/teams/819/60.png
E. Ebanks-Landell,Ethan Reid Ebanks-Landell,60,68,160000.0,2000.0,21,189,88,Wolverhampton Wanderers,SUB,23.0,England,Right,71.0,47.0,51.0,55.0,60.0,70.0,52,31,56,64,63,65,71,https://cdn.sofifa.net/players/201/958/15_120.png,https://cdn.sofifa.net/teams/110/60.png
S. McLaughlin,Stephen Antony McLaughlin,60,67,230000.0,3000.0,24,176,76,Nottingham Forest,SUB,30.0,Republic of Ireland,Left,78.0,56.0,54.0,63.0,28.0,54.0,60,44,59,82,52,57,60,https://cdn.sofifa.net/players/202/033/15_120.png,https://cdn.sofifa.net/teams/14/60.png
A. Struna,Andraž Struna,60,64,,,25,185,72,,,,Slovenia,Right,58.0,39.0,58.0,59.0,59.0,70.0,57,43,63,60,49,47,74,https://cdn.sofifa.net/players/202/049/15_120.png,
M. Boxall,Michael Joseph Boxall,60,62,210000.0,3000.0,25,188,91,Wellington Phoenix,SUB,5.0,New Zealand,Right,64.0,30.0,37.0,44.0,58.0,75.0,48,30,41,33,50,43,83,https://cdn.sofifa.net/players/202/170/15_120.png,https://cdn.sofifa.net/teams/111766/60.png
M. Nanchoff,Michael Nanchoff,60,63,240000.0,2000.0,25,173,68,Portland Timbers,SUB,17.0,United States,Left,73.0,56.0,57.0,59.0,34.0,50.0,56,69,59,66,61,58,70,https://cdn.sofifa.net/players/202/178/15_120.png,https://cdn.sofifa.net/teams/111140/60.png
Z. Ismail,Zeli Ismail,60,71,190000.0,2000.0,20,174,76,Notts County,LM,7.0,England,Right,76.0,49.0,52.0,67.0,26.0,47.0,70,49,63,71,57,43,37,https://cdn.sofifa.net/players/202/179/15_120.png,https://cdn.sofifa.net/teams/1937/60.png
J. Slew,Jordan Michael Slew,60,65,210000.0,2000.0,21,191,81,Port Vale,SUB,25.0,England,Left,83.0,57.0,39.0,60.0,28.0,65.0,56,32,61,71,69,60,64,https://cdn.sofifa.net/players/202/198/15_120.png,https://cdn.sofifa.net/teams/1928/60.png
C. Grossman,Cole Grossman,60,62,200000.0,3000.0,25,183,75,Real Salt Lake,SUB,12.0,United States,Right,55.0,59.0,56.0,62.0,56.0,62.0,60,51,64,63,63,72,58,https://cdn.sofifa.net/players/202/224/15_120.png,https://cdn.sofifa.net/teams/111065/60.png
Lim Ha Ram,임하람 Ha Ram Lim,60,64,180000.0,3000.0,23,186,88,Incheon United FC,SUB,24.0,Korea Republic,Right,82.0,43.0,50.0,45.0,57.0,83.0,43,32,33,80,65,44,33,https://cdn.sofifa.net/players/202/287/15_120.png,https://cdn.sofifa.net/teams/110765/60.png
Park Gi Dong,박기동 朴基栋,60,60,275000.0,3000.0,25,191,83,Jeonnam Dragons,SUB,20.0,Korea Republic,Left,64.0,58.0,37.0,58.0,26.0,63.0,62,56,59,45,60,65,64,https://cdn.sofifa.net/players/202/295/15_120.png,https://cdn.sofifa.net/teams/1475/60.png
N. Næss,Nicolai Næss,60,66,160000.0,2000.0,21,182,82,Stabæk Fotball,LCB,4.0,Norway,Right,54.0,45.0,45.0,45.0,59.0,69.0,33,33,57,56,55,73,65,https://cdn.sofifa.net/players/202/322/15_120.png,https://cdn.sofifa.net/teams/917/60.png
F. Quignon,Facundo Tomás Quignón,60,70,190000.0,4000.0,21,174,75,San Lorenzo de Almagro,RES,31.0,Argentina,Left,67.0,51.0,57.0,61.0,55.0,65.0,59,55,61,65,62,58,59,https://cdn.sofifa.net/players/202/331/15_120.png,https://cdn.sofifa.net/teams/1013/60.png
F. Kerr,Fraser Kerr,60,70,160000.0,2000.0,21,188,81,Motherwell,SUB,20.0,Scotland,Right,71.0,30.0,44.0,54.0,62.0,66.0,52,33,54,63,57,35,64,https://cdn.sofifa.net/players/202/354/15_120.png,https://cdn.sofifa.net/teams/83/60.png
K. Ferdinand,Kane Ryan Ferdinand,60,71,190000.0,2000.0,21,185,86,Peterborough United,SUB,18.0,Republic of Ireland,Right,75.0,55.0,58.0,59.0,52.0,67.0,57,51,61,56,62,66,62,https://cdn.sofifa.net/players/202/420/15_120.png,https://cdn.sofifa.net/teams/1938/60.png
J. Clark,Jordan Clark,60,67,190000.0,2000.0,20,183,73,Shrewsbury Town,RM,22.0,England,Right,74.0,51.0,58.0,58.0,41.0,61.0,56,56,58,70,49,54,42,https://cdn.sofifa.net/players/202/464/15_120.png,https://cdn.sofifa.net/teams/127/60.png
M. N'Doye,Momar N'Doye,60,68,210000.0,4000.0,22,178,68,Atlético de Madrid,RES,40.0,Senegal,Right,90.0,58.0,49.0,61.0,30.0,67.0,57,44,56,86,59,74,79,https://cdn.sofifa.net/players/202/470/15_120.png,https://cdn.sofifa.net/teams/240/60.png
D. Keat,Daniel Keat,60,61,250000.0,3000.0,26,180,79,Falkenbergs FF,RCM,21.0,New Zealand,Right,66.0,60.0,58.0,59.0,55.0,70.0,59,57,59,56,58,64,59,https://cdn.sofifa.net/players/202/563/15_120.png,https://cdn.sofifa.net/teams/112169/60.png
R. Richter,Ryan Richter,60,61,210000.0,3000.0,25,188,74,Toronto FC,SUB,33.0,United States,Right,55.0,55.0,55.0,57.0,57.0,75.0,56,53,56,66,59,66,58,https://cdn.sofifa.net/players/202/575/15_120.png,https://cdn.sofifa.net/teams/111651/60.png
A. De Vitis,Alessandro De Vitis,60,66,190000.0,2000.0,22,184,79,U.C. Sampdoria,RES,4.0,Italy,Right,65.0,56.0,61.0,64.0,45.0,71.0,62,71,64,81,54,59,72,https://cdn.sofifa.net/players/202/603/15_120.png,https://cdn.sofifa.net/teams/1837/60.png
